driver_id,change_id,cause_id,group_id,contribution_amt,contribution_pct,direction,rank,inputs_json,data_source
SMPL003|202605|202606|rec_managed__unified_managed_account|DISCOUNT|4,SMPL003|202605|202606|rec_managed__unified_managed_account,DISCOUNT,rec_managed__unified_managed_account,-1798.8,4.43,DOWN,8,"{""formula"": ""from_discount_total - to_discount_total (growth in discounting reduces revenue)"", ""from_discount_rows"": 0, ""from_discount_total"": 0.0, ""to_discount_rows"": 2, ""to_discount_total"": 1798.8}",REAL
SMPL003|202605|202606|rec_managed__unified_managed_account|BILLABLE_DAYS|5,SMPL003|202605|202606|rec_managed__unified_managed_account,BILLABLE_DAYS,rec_managed__unified_managed_account,1429.22,-3.52,UP,9,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 30013.63, ""to_billable_days"": 22}",DERIVED
SMPL003|202605|202606|rec_trails__mutual_funds|DEAL_SIZE|1,SMPL003|202605|202606|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,-1351.0,3.32,DOWN,10,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 368.0, ""from_txn_count"": 5, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 175.0, ""to_txn_count"": 7}",REAL
SMPL003|202605|202606|rec_managed__advisory|MIX|3,SMPL003|202605|202606|rec_managed__advisory,MIX,rec_managed__advisory,-783.64,1.93,DOWN,11,"{""change_amt"": 812.73, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 2380.01}",DERIVED
SMPL003|202605|202606|rec_trails__mutual_funds|VOLUME|2,SMPL003|202605|202606|rec_trails__mutual_funds,VOLUME,rec_trails__mutual_funds,736.0,-1.81,UP,12,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 368.0, ""from_txn_count"": 5, ""to_txn_count"": 7}",REAL
SMPL003|202605|202606|rec_managed__advisory|ELIGIBILITY|4,SMPL003|202605|202606|rec_managed__advisory,ELIGIBILITY,rec_managed__advisory,610.91,-1.5,UP,13,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 610.91, ""from_txn_count"": 1, ""reason_codes"": [""9L""], ""to_non_credited"": 0, ""to_txn_count"": 0}",REAL
SMPL003|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,SMPL003|202605|202606|nonrec_equities_and_options__equities,VOLUME,nonrec_equities_and_options__equities,537.11,-1.32,UP,14,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 134.28, ""from_txn_count"": 8, ""to_txn_count"": 12}",REAL
SMPL003|202605|202606|rec_managed__unified_managed_account|MIX|6,SMPL003|202605|202606|rec_managed__unified_managed_account,MIX,rec_managed__unified_managed_account,369.58,-0.91,UP,15,"{""change_amt"": 5337.57, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 4598.41}",DERIVED
SMPL003|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL003|202605|202606|rec_managed__jpmcap,BILLABLE_DAYS,rec_managed__jpmcap,218.18,-0.54,UP,16,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 4581.82, ""to_billable_days"": 22}",DERIVED
SMPL003|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,SMPL003|202605|202606|rec_managed__jpmcap,DEAL_SIZE,rec_managed__jpmcap,218.18,-0.54,UP,17,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 4581.82, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 4800.0, ""to_txn_count"": 1}",REAL
SMPL003|202605|202606|rec_managed__jpmcap|MIX|3,SMPL003|202605|202606|rec_managed__jpmcap,MIX,rec_managed__jpmcap,-218.18,0.54,DOWN,18,"{""change_amt"": 218.18, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 654.54}",DERIVED
SMPL003|202605|202606|rec_managed__advisory|BILLABLE_DAYS|5,SMPL003|202605|202606|rec_managed__advisory,BILLABLE_DAYS,rec_managed__advisory,172.73,-0.43,UP,19,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 3627.27, ""to_billable_days"": 22}",DERIVED
SMPL003|202605|202606|rec_trails__annuities|CLAWBACK|1,SMPL003|202605|202606|rec_trails__annuities,CLAWBACK,rec_trails__annuities,-164.0,0.4,DOWN,20,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 2, ""from_negative_total"": -253.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 3, ""to_negative_total"": -417.0}",REAL
SMPL003|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL003|202605|202606|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,131.96,-0.32,UP,21,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 134.28, ""from_txn_count"": 8, ""to_avg_txn_value"": 145.27, ""to_txn_count"": 12}",REAL
SMPL003|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL003|202605|202606|rec_cash_management__money_market_funds,BILLABLE_DAYS,rec_cash_management__money_market_funds,90.48,-0.22,UP,22,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 1900.0, ""to_billable_days"": 22}",DERIVED
SMPL003|202605|202606|rec_cash_management__money_market_funds|MIX|2,SMPL003|202605|202606|rec_cash_management__money_market_funds,MIX,rec_cash_management__money_market_funds,-90.48,0.22,DOWN,23,"{""change_amt"": 0.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 180.96}",DERIVED
SMPL003|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|3,SMPL003|202605|202606|rec_trails__mutual_funds,BILLABLE_DAYS,rec_trails__mutual_funds,87.62,-0.22,UP,24,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 1840.0, ""to_billable_days"": 22}",DERIVED
SMPL003|202605|202606|rec_trails__mutual_funds|MIX|4,SMPL003|202605|202606|rec_trails__mutual_funds,MIX,rec_trails__mutual_funds,-87.62,0.22,DOWN,25,"{""change_amt"": -615.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -439.76}",DERIVED
SMPL003|202605|202606|rec_trails__annuities|BILLABLE_DAYS|2,SMPL003|202605|202606|rec_trails__annuities,BILLABLE_DAYS,rec_trails__annuities,39.52,-0.1,UP,26,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 830.0, ""to_billable_days"": 22}",DERIVED
SMPL003|202605|202606|rec_trails__annuities|MIX|3,SMPL003|202605|202606|rec_trails__annuities,MIX,rec_trails__annuities,-39.52,0.1,DOWN,27,"{""change_amt"": -164.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -84.96}",DERIVED
SMPL003|202605|202606|nonrec_equities_and_options__equities|ELIGIBILITY|3,SMPL003|202605|202606|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,-32.95,0.08,DOWN,28,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 130.06, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 163.01, ""to_txn_count"": 1}",REAL
SMPL003|202605|202606|nonrec_equities_and_options__equities|MIX|4,SMPL003|202605|202606|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,32.94,-0.08,UP,29,"{""change_amt"": 669.06, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 603.18}",DERIVED
SMPL003|202605|202606|__TOTAL__|MARKET|1,SMPL003|202605|202606|__TOTAL__,MARKET,__TOTAL__,0.0,-0.0,UP,30,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL003|202605|202606|__TOTAL__|NET_FLOW|2,SMPL003|202605|202606|__TOTAL__,NET_FLOW,__TOTAL__,0.0,-0.0,UP,31,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
SMPL003|202606|202607|rec_trails__annuities|CLAWBACK|1,SMPL003|202606|202607|rec_trails__annuities,CLAWBACK,rec_trails__annuities,-13336.0,45.12,DOWN,1,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 3, ""from_negative_total"": -417.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 4, ""to_negative_total"": -13753.0}",REAL
SMPL003|202606|202607|rec_trails__mac|TIMING|1,SMPL003|202606|202607|rec_trails__mac,TIMING,rec_trails__mac,-8600.0,29.1,DOWN,2,"{""billing_cycle"": ""quarterly"", ""formula"": ""to_revenue - from_revenue (quarterly billing falls in one month only)"", ""from_revenue"": 8600.0, ""to_revenue"": 0}",REAL
SMPL003|202606|202607|rec_managed__unified_managed_account|BASELINE_LIMITED|1,SMPL003|202606|202607|rec_managed__unified_managed_account,BASELINE_LIMITED,rec_managed__unified_managed_account,-7820.0,26.46,DOWN,3,"{""account_absence_months"": 2, ""accounts_present_only_in_from_month"": [""SMPLACCT-3104""], ""accounts_present_only_in_to_month"": [], ""classification_rule"": ""Accounts with no recurring billing activity for 2 consecutive months (ACCOUNT_ABSENCE_MONTHS=2), evaluated at advisor level across recurring product lines; one-time and adjustment transactions (rev_nature ONE_TIME/ADJUSTMENT) never count as presence"", ""formula"": ""sum(credited_amt of unevaluable accounts present only in to-month) - sum(credited_amt of unevaluable accounts present only in from-month); recurring-class groups only \u2014 NEW/LOST_ACCOUNT need ACCOUNT_ABSENCE_MONTHS loaded months beyond the transition"", ""from_month_revenue_by_account"": {""SMPLACCT-3104"": 7820.0}, ""from_month_revenue_of_those_accounts"": 7820.0, ""presence_rev_natures_excluded"": [""ADJUSTMENT"", ""ONE_TIME""], ""reason"": ""fewer than 2 loaded months follow 202606 \u2014 an account going quiet here cannot be confirmed as genuinely lost"", ""to_month_revenue_by_account"": {}, ""to_month_revenue_of_those_accounts"": 0}",DERIVED
SMPL003|202606|202607|rec_trails__mutual_funds|DEAL_SIZE|1,SMPL003|202606|202607|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,500.0,-1.69,UP,4,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 175.0, ""from_txn_count"": 7, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 258.33, ""to_txn_count"": 6}",REAL
SMPL003|202606|202607|rec_trails__mutual_funds|VOLUME|2,SMPL003|202606|202607|rec_trails__mutual_funds,VOLUME,rec_trails__mutual_funds,-175.0,0.59,DOWN,5,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 175.0, ""from_txn_count"": 7, ""to_txn_count"": 6}",REAL
SMPL003|202606|202607|nonrec_equities_and_options__equities|DEAL_SIZE|1,SMPL003|202606|202607|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,-126.24,0.43,DOWN,6,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 145.27, ""from_txn_count"": 12, ""to_avg_txn_value"": 134.75, ""to_txn_count"": 12}",REAL
SMPL003|202606|202607|nonrec_equities_and_options__equities|ELIGIBILITY|2,SMPL003|202606|202607|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,24.23,-0.08,UP,7,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 163.01, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 138.78, ""to_txn_count"": 1}",REAL
SMPL003|202606|202607|nonrec_equities_and_options__equities|MIX|3,SMPL003|202606|202607|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,-24.23,0.08,DOWN,8,"{""change_amt"": -126.24, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -77.78}",DERIVED
SMPL003|202606|202607|__TOTAL__|MARKET|1,SMPL003|202606|202607|__TOTAL__,MARKET,__TOTAL__,0.0,-0.0,UP,9,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL003|202606|202607|__TOTAL__|NET_FLOW|2,SMPL003|202606|202607|__TOTAL__,NET_FLOW,__TOTAL__,0.0,-0.0,UP,10,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
